date	New_Local_Cases	Num_Delayed	New_Local_Cases_Original	New_Local_Cases_Revised	Total	unknown_source_prop	unknown_PLUS_Wanhua_prop	unknown_PLUS_Wanhua_prop_epidemic	total_num_cases	double_north_related	Wanhua_related	Tea_House_related	club_related	grocery_related	recreation_hall_related	incense_group_related	known_source	unknown_source	in_the_epidemic	level_four_threshold	level_four_threshold2	notes	cumulative_confirmed_number	cumulative_num_releases_from_quarantine	cumulative_deaths	cumulative_number_of_inspections	cumulative_exclusions	num_diagnoses_in_a_single_day_the_day_before_yesterday	num_exclusions_prev_day	num_inspections_sent_in_a_single_day_the_day_before_yesterday	diagnosed_in_isolation_Diagnosed_MIN_death_MIN_ReleasedFromIsolation	interpretation_completed_Excluded_PLUS_Confirmed	not_yet_interpreted_TotalInspection_MIN_Completed	test_total_positive_rate_Confirmed_DIV_Completed	mortality_Death_DIV_Complete	Interpretation_on_same_day_Confirmed_PLUS_Excluded	interpretation_on_day_Confirmed_PLUS_Excluded	total_interpretation_on_day_Confirmed_PLUS_Excluded	not_inspected_on_the_day_SendForInspection_MIN_CompleteInterpretation	total_unchecked_on_the_day	same_day_test_positive_rate_DiagnosedOnDay_DIV_TestVolumeOnDay	change_in_cumulative_positive	test_pos_rate_redun	Num_Local_Cases_Projected	day	sw_start	sw_center	sw_end	sw_num_days_with_data	sw_PREDICTED_cases_sum	sw_PREDICTED_cases_mean	sw_PREDICTED_cases_sd	sw_PREDICTED_cases_SE	sw_start_date	sw_center_date	sw_end_date
2021-05-22	721	400	321	473	14492	0.167822469	0.525658807	0.740638003	721	−	258	100	4	3	0	0	80	121	155	0.5	100	Including corrected regression numbers, but because the individual infection source numbers of the regression are not listed in detail, they are all listed on the day of release	3862	1133	17	337455	298513	315	17597	21932	2712	302375	33930	0.01277222	0.004401864	5.62216e-5	17912	18320	4020	3541	0.039465066	723	0.039465066	473	22	22	25	28	7	3443	491.85714285714283	39.447976591237946	14.909933683587582	2021-05-22	2021-05-25	2021-05-28
2021-05-23	457	170	287	491	12885	0.153172867	0.50547046	0.649890591	457	−	161	25	5	11	0	0	119	70	66	0.5	100	ibid.	4322	1133	23	351999	312689	723	14176	14568	3166	317011	33832	0.013633596	0.00532161	7.25527e-5	14899	14636	-331	-98	0.031429352	460	0.031429352	491	23	23	26	29	7	3388	484	48.31148931672465	18.260026599886743	2021-05-23	2021-05-26	2021-05-29
2021-05-24	590	256	334	502	23083	0.171186441	0.510169492	0.688135593	590	−	200	34	6	6	0	0	138	101	105	0.5	100	ibid.	4917	1133	29	364911	325070	460	12381	12959	3755	329987	33762	0.014900587	0.005897905	8.78822e-5	12841	12976	118	-70	0.045853884	595	0.045853884	502	24	24	27	30	7	3328	475.42857142857144	52.0411924756314	19.66972188882378	2021-05-24	2021-05-27	2021-05-30
2021-05-25	542	261	281	499	24574	0.204797048	0.54797048	0.706642066	542	−	186	28	2	7	0	0	122	111	86	0.5	100	ibid.	5456	1133	35	388453	340438	595	15368	23608	4288	345894	41391	0.015773619	0.006414956	1.01187e-4	15963	15907	7645	7629	0.033884453	539	0.033884453	499	25	25	28	31	7	3231	461.57142857142856	56.509164869830755	21.358456720217116	2021-05-25	2021-05-28	2021-05-31
2021-05-26	633	331	302	532	21211	0.192733017	0.522906793	0.671406003	633	−	209	35	3	0	0	0	170	122	94	0.5	100	ibid.	6091	1133	46	413389	359139	544	18701	25005	4912	365230	46980	0.016677162	0.007552126	1.25948e-4	19245	19336	5760	5589	0.032840298	635	0.032840298	533	26	26	29	32	7	3078	439.7142857142857	68.0336051416609	25.71428571428571	2021-05-26	2021-05-29	2021-06-01
2021-05-27	667	266	401	529	19932	0.217391304	0.445277361	0.620689655	667	−	152	25	6	0	0	0	222	145	117	0.5	100	ibid.	6761	1133	59	434840	381735	635	41297	21634	5569	388496	45152	0.017403011	0.00872652	1.51868e-4	41932	23266	-20298	-1828	0.028797387	670	0.028797387	529	27	27	30	33	7	3052	436	62.583277851728624	23.65425563241865	2021-05-27	2021-05-30	2021-06-02
2021-05-28	555	258	297	415	28863	0.257657658	0.455855856	0.655855856	555	−	110	9	1	0	0	0	181	143	111	0.5	100	ibid.	7315	1133	78	455198	397534	671	15799	20512	6104	404849	49138	0.018068465	0.010663021	1.92664e-4	16470	16353	4042	3986	0.033877576	554	0.033877576	416	28	28	31	34	7	2961	423	47.73538170651479	18.042278390597165	2021-05-28	2021-05-31	2021-06-03
2021-05-29	486	166	320	415	15911	0.100823045	0.174897119	0.670781893	486	−	36	2	0	0	0	0	158	49	241	0.5	100	含校正回歸數，但因沒有詳列回歸之個別感染源數字，故皆列於發布當日	7808	1133	99	470287	426915	557	29381	15190	6576	434723	34332	0.017960862	0.012679303	2.27731e-4	29938	29874	-14748	-14806	0.016502644	493	0.016502644	418	29	29	32	35	7	2916	416.57142857142856	51.70060329389185	19.54099127823495	2021-05-29	2021-06-01	2021-06-04
2021-05-30	355	89	266	425	13507	0.132394366	0.188732394	0.664788732	355	−	20	1	0	0	0	0	118	47	169	0.5	100	NA	8163	1133	109	492142	454051	493	27136	21986	6921	462214	28686	0.017660651	0.013352934	2.35822e-4	27629	27491	-5643	-5646	0.012913317	355	0.012913317	431	30	30	33	36	7	3007	429.57142857142856	62.44426085947142	23.60171214820083	2021-05-30	2021-06-02	2021-06-05
2021-05-31	347	73	274	395	27333	0.017291066	0.867435159	0.867435159	347	293	2	0	0	0	0	0	46	6	0	0.5	100	NA	8511	1133	124	502354	466018	355	11967	10267	7254	474529	26568	0.017935679	0.014569381	2.61312e-4	12322	12315	-2055	-2118	0.028258222	348	0.028258222	405	31	31	34	37	7	2953	421.85714285714283	65.4991821104879	24.756363848925957	2021-05-31	2021-06-03	2021-06-06
2021-06-01	327	65	262	332	29437	0.055045872	0.831804281	0.831804281	327	253	1	0	0	0	0	0	55	18	0	0.5	100	NA	8842	1133	137	522816	488696	351	22678	20533	7572	497538	24008	0.017771507	0.015494232	2.75356e-4	23029	23009	-2496	-2560	0.014385675	331	0.014385675	346	32	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021-06-02	549	177	372	488	27692	0.038251366	0.881602914	0.881602914	549	462	1	0	0	0	0	0	65	21	0	0.5	100	NA	9389	1133	149	551478	524385	332	35689	28735	8107	533774	16422	0.017589841	0.015869635	2.79144e-4	36021	36236	-7286	-7586	0.015095485	547	0.015095485	507	33	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021-06-03	583	219	364	416	24902	0.024013722	0.862778731	0.867924528	583	489	0	0	0	0	0	0	77	14	3	0.5	100	NA	9974	1133	166	578935	556055	549	31670	27963	8675	566029	11607	0.017621005	0.016643273	2.93271e-4	32219	32255	-4256	-4815	0.018136723	585	0.018136723	438	34	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021-06-04	472	133	339	345	26099	0.029661017	0.834745763	0.838983051	472	379	1	0	0	0	0	0	76	14	2	0.5	100	NA	10446	1133	187	606921	585272	585	23217	29583	9126	595718	9883	0.017535142	0.017901589	3.13907e-4	23802	29689	5781	-1724	0.015898144	472	0.015898144	371	35	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021-06-05	511	35	476	476	10129	0.031311155	0.761252446	0.763209393	511	373	0	0	0	0	0	0	121	16	1	0.5	100	NA	10956	1133	224	636500	614742	474	29470	30025	9599	625698	9445	0.017510045	0.020445418	3.58e-4	29944	29980	81	-438	0.017011341	510	0.017011341	509	36	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
2021-06-06	343	8	335	335	NA	0.020408163	0.673469388	0.688046647	343	224	0	0	0	0	0	0	107	7	5	0.5	100	NA	11298	1133	260	656768	634762	511	20020	20388	9905	646060	9315	0.01748754	0.023012923	4.02439e-4	20531	20362	-143	-130	0.016795993	342	0.016795993	377	37	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
